name,ticker,accuracy,total_change,predicted_investment,early_stop,time_in_seconds
replication_attention_lstm,goog,0.4117647058823529,1.2260091825174408,1.0231109300171972,42.31404958677686,19.782443297438352
replication_attention_lstm,jnj,0.5583333333333333,3.3355640535372846,0.8666872915081091,3.043995243757432,64.32522970304578
replication_attention_lstm,pep,0.4926829268292683,2.1978557504873297,0.8302639423901712,3.56794425087108,62.04071024619796
replication_attention_lstm,abbv,0.2608695652173913,1.5980106500552598,1.0981704016926266,31.411042944785276,18.890260795659145
replication_attention_lstm,ibm,0.5035714285714286,1.608350136401376,1.0893041563760635,2.6122448979591835,67.01512333792047
replication_attention_lstm,lmt,0.5756097560975609,5.345645078165264,1.176427078770157,3.5704323570432357,62.233589124667986
replication_attention_lstm,slb,0.4722222222222222,0.8910998454740151,1.381589544538494,4.069952305246423,63.10683445850043
replication_attention_lstm,gs,0.4782608695652174,1.4281891168599465,0.9938594013905351,7.937984496124031,54.28424866581372
replication_attention_lstm,cvs,0.5272727272727272,1.942536598713914,0.8631646250011267,4.440589765828274,58.864613016287876
replication_attention_lstm,eog,0.4928571428571429,1.87806411062225,1.138562720155514,6.2439024390243905,67.07990781727068
replication_attention_lstm,chtr,0.5789473684210527,1.4884989224611866,0.9883123146583911,19.033457249070633,28.571237668625713
replication_attention_lstm,tjx,0.5100671140939598,1.724036336852443,0.9425523674435843,4.899521531100478,57.87181230312899
replication_attention_lstm,agn,0.4878048780487805,1.390696923201163,0.5544024128262262,5.925925925925926,56.404003156194676
replication_attention_lstm,pnc,0.6095890410958904,2.4205660411832413,1.0633696534270543,5.014691478942214,60.0515333542304
replication_attention_lstm,atvi,0.2698412698412698,2.2281167108753315,0.8700028835951529,11.636363636363637,51.300566670061016
replication_attention_lstm,mdlz,0.5272727272727272,0.9780150607325205,1.0249701626158367,13.368146214099216,40.05412578015978
replication_attention_lstm,intu,0.6260162601626016,2.785187338736054,1.5597827455298319,5.9465737514518,56.605396592242755
replication_attention_lstm,rtn,0.5555555555555556,4.582444830151252,1.1223876006559925,4.069952305246423,60.12088202783798
replication_attention_lstm,cl,0.551219512195122,2.0639977445728785,0.5662418939922478,3.5704323570432357,62.050549176732716
replication_attention_lstm,psx,0.48148148148148145,1.1656502800248911,1.201227162583906,30.11764705882353,22.833238802989854
replication_attention_lstm,spg,0.5042016806722689,1.1966530254311605,0.9670767356728103,6.131736526946108,56.49039914939749
replication_attention_lstm,bsx,0.44881889763779526,3.7863818424566085,1.0183625556826912,5.746352413019079,56.66808642329988
replication_attention_lstm,vlo,0.4603174603174603,1.2931678400584843,0.9658513541618099,11.636363636363637,45.483321604744106
replication_attention_lstm,nsc,0.4606741573033708,1.9897344412625386,0.8020167194826751,4.119066773934031,60.271704669381734
replication_attention_lstm,hca,0.4375,1.0436397400185702,0.9125282807400729,22.555066079295155,24.73886357650099
replication_attention_lstm,tgt,0.5433526011560693,1.435854263130817,1.3419446597688252,4.217462932454695,60.97559808694086
replication_attention_lstm,zts,0.6956521739130435,1.3036754860731326,0.981086679308045,50.88198757763975,27.41248813155903
replication_attention_lstm,so,0.5444444444444444,1.735897522560584,1.1181703534123075,4.069952305246423,60.12367015148925
replication_attention_lstm,stz,0.5238095238095238,1.7474029087422087,1.1584265585716118,11.636363636363637,45.593418071205406
replication_attention_lstm,wm,0.6190476190476191,1.6603033953326936,0.8266190231953474,11.636363636363637,45.721060772675855
replication_attention_lstm,bbt,0.5,1.9048602221579884,1.0857389309787386,5.294725956566701,57.43531706728754
replication_attention_lstm,apd,0.5086705202312138,2.321573398215734,1.3666202437322976,5.48722176422094,74.80697491712704
replication_attention_lstm,rost,0.45222929936305734,2.3819182845552014,0.9783435891010516,4.6630236794171225,59.19922824555283
replication_attention_lstm,aep,0.5208333333333334,3.715222575516693,0.9256656953850279,3.043995243757432,64.90978733232714
replication_attention_lstm,adsk,0.4444444444444444,3.363661202185792,1.4902450184088818,4.514991181657848,59.024748935182515
replication_attention_lstm,stt,0.47770700636942676,2.1898251038747705,0.9547856255577566,4.6630236794171225,58.48181006739628
replication_attention_lstm,cxo,0.5098039215686274,1.7750371839365393,0.8098310256459209,14.463276836158192,37.558877423252625
replication_attention_lstm,pxd,0.5079365079365079,1.2473903147319678,1.136940506713669,11.636363636363637,43.469765555266804
replication_attention_lstm,yum,0.34,1.5729870745879284,0.6612290210731286,7.293447293447294,51.45888783391638
replication_attention_lstm,adm,0.5202312138728323,1.61666464229321,1.3653845610262787,4.217462932454695,56.25446563428545
replication_attention_lstm,amd,0.46551724137931033,1.6486090775988287,0.5565744711999802,4.2139917695473255,60.54786203082995
replication_attention_lstm,rcl,0.47619047619047616,1.4451579878077154,0.9676627918337563,11.636363636363637,50.81538821251206
replication_attention_lstm,dfs,0.49019607843137253,1.3603327311683402,1.205417850246733,14.26183844011142,38.47471033608235
replication_attention_lstm,zbh,0.6049382716049383,0.9928283281039892,0.9789638739108524,9.061946902654867,53.450035356434455
replication_attention_lstm,gis,0.6046511627906976,1.743969100847763,0.9898220481810297,4.2419221209610605,59.95935858933808
replication_attention_lstm,cmi,0.5304878048780488,2.19984114790172,0.9441988848583059,4.444444444444445,59.19461910908649
replication_attention_lstm,ph,0.5,2.509398366818601,0.8304465959230785,4.514991181657848,59.25290517250687
replication_attention_lstm,bf.b,0.5428571428571428,1.1847439397700008,1.043224729618437,20.728744939271255,26.819291358068313
replication_attention_lstm,eqr,0.6198347107438017,1.572969903463941,0.9580251580257839,6.044864226682408,56.72911794371748
replication_attention_lstm,xel,0.38372093023255816,1.701637232636182,0.9286461078842649,8.561872909698996,54.20615787913721
replication_attention_lstm,k,0.509090909090909,1.535394764944588,1.3110601124982577,4.440589765828274,60.329839977289794
replication_attention_lstm,ed,0.5041666666666667,2.9524906030950526,1.0035886866506754,3.043995243757432,64.90582445345444
replication_attention_lstm,syf,0.4666666666666667,0.9787584691448453,1.0305515102622207,47.407407407407405,13.70520982607377
replication_attention_lstm,kr,0.48292682926829267,2.405176357813555,1.2358557523617146,3.56794425087108,62.21429640126689
replication_attention_lstm,wy,0.4878048780487805,2.9360630433016492,0.8671415936000266,4.641562064156206,77.49261440210103
replication_attention_lstm,rok,0.5611111111111111,2.855596738324685,1.178034020998426,4.069952305246423,60.80646917504873
replication_attention_lstm,ntap,0.47706422018348627,1.2662932094548436,0.9143456794690359,6.684073107049608,55.61943335269416
replication_attention_lstm,key,0.6,2.549317147192716,0.830429343663414,4.8715509039010465,58.795351382655554
replication_attention_lstm,hrl,0.5079365079365079,1.099099099099099,0.8937730293146373,11.636363636363637,46.160899936454825
replication_attention_lstm,ctas,0.5869565217391305,3.7468263534480544,0.9640493853244289,5.294725956566701,58.476041535703644
replication_attention_lstm,mro,0.5375,1.0124449053668654,0.9526424232259166,3.043995243757432,64.97326052316112
replication_attention_lstm,dte,0.49583333333333335,4.977425637393768,0.7673242358437669,3.043995243757432,64.82257782824445
replication_attention_lstm,azo,0.518796992481203,1.5652333219922008,0.5139728873290798,5.499462943071966,57.679513122272056
replication_attention_lstm,fitb,0.4492753623188406,2.1870060069554222,0.8938678421791997,5.294725956566701,60.140240173442635
replication_attention_lstm,ca,0.4397590361445783,1.8703170028818443,0.7230580989545257,4.398625429553265,59.86380121207412
replication_attention_lstm,fe,0.48,1.1519107847137224,0.7807812744342648,7.35632183908046,55.18571372495262
replication_attention_lstm,mkc,0.6304347826086957,1.5479460806235226,0.9276450619417037,7.975077881619938,54.72085995495536
replication_attention_lstm,fast,0.5217391304347826,1.2960492280883276,1.0478146741287375,5.294725956566701,58.05762785916386
replication_attention_lstm,ess,0.5079365079365079,1.1937977276960328,1.0674592904866516,11.636363636363637,46.28655209626959
replication_attention_lstm,dhi,0.5079365079365079,1.536765442822303,0.6049729625072453,11.636363636363637,46.35916448450416
replication_attention_lstm,ctxs,0.47706422018348627,1.7913050876297425,0.30691376992211244,6.69281045751634,55.9082843283104
replication_attention_lstm,tpr,0.42857142857142855,1.3870671786333209,0.9991899888382232,11.636363636363637,46.10611822759347
replication_attention_lstm,fti,0.49206349206349204,0.8811700182815357,1.0783521839834895,11.636363636363637,46.18908495954929
replication_attention_lstm,cms,0.5182926829268293,2.7492885441660624,0.8535894197809722,4.448305821025196,59.97338454090368
replication_attention_lstm,stx,0.38095238095238093,0.8474614080485411,1.0995294992843594,11.636363636363637,46.192075038698476
replication_attention_lstm,cf,0.5081967213114754,0.7381155087413627,1.1889731321384918,16.90566037735849,56.24942926238464
replication_attention_lstm,mos,0.36507936507936506,0.5711856353314827,1.0782606188846522,11.636363636363637,43.49850296931436
replication_attention_lstm,expd,0.4927536231884058,1.680094321084692,1.0315900270728389,5.3222453222453225,57.33727705961837
replication_attention_lstm,cinf,0.4855072463768116,2.149026496852584,0.7645768133777296,5.294725956566701,59.890412688949255
replication_attention_lstm,alb,0.5238095238095238,2.8563883810684545,1.0314881099993793,11.636363636363637,46.79973979029637
replication_attention_lstm,mas,0.5290697674418605,6.328055856033042,0.8316354498877646,4.2419221209610605,60.784001483661996
replication_attention_lstm,cboe,0.75,1.7017828200972447,1.030272521414849,20.15748031496063,27.98958478518489
replication_attention_lstm,m,0.42857142857142855,0.34886766426289045,0.791057477701986,11.636363636363637,46.650941823731955
replication_attention_lstm,var,0.5555555555555556,1.2374870555747326,0.8920975960662144,11.636363636363637,46.70228744468295
replication_attention_lstm,tmk,0.5906040268456376,2.6193732902263123,0.8626768236794315,4.894837476099426,59.521202767302384
replication_attention_lstm,irm,0.5873015873015873,1.546948714046568,1.2299905107193827,13.963636363636363,54.16470580203895
replication_attention_lstm,qrvo,0.23076923076923078,1.0207825529185375,1.0874608447137382,57.52808988764045,12.333552545122984
replication_attention_lstm,uaa,0.6440677966101694,0.25333872925940915,1.4434160640057163,12.337349397590362,43.95599702584968
replication_attention_lstm,wu,0.4909090909090909,1.1446433645922138,1.3220311352399994,13.2987012987013,41.19358259382534
replication_attention_lstm,flir,0.6190476190476191,1.5848365658483656,1.0524665637201833,11.636363636363637,46.56335742197825
replication_attention_lstm,slg,0.5555555555555556,0.917853533033171,1.2881384503988111,13.963636363636363,54.566137012298896
replication_attention_lstm,xray,0.5606060606060606,1.5477567203983855,1.4964880589650325,5.517241379310345,57.68775461326095
replication_attention_lstm,alk,0.5396825396825397,0.8072943610967409,0.7174083626178132,11.636363636363637,46.88431818401568
